wavelength,blue_01_01,blue_01_02,blue_01_03,blue_02_01,blue_02_02,blue_02_03,blue_03_01,blue_03_02,blue_03_03
558,0.19275512774768816,0.12744631064149828,0.19361274261135375,0.2938945784300038,0.1489881525117079,0.24642844693196034,0.21843304558484333,0.18905502786685413,0.04929682709714611
562,0.22777647975873283,0.23281828183692418,0.24901119471441913,0.16325581842174358,0.25203848204715606,0.2544372341141714,0.18527760207692362,0.25134039037527917,0.3039079098085765
566,0.2072572534327431,0.13687657617456217,0.2553881068389005,0.25145215900564016,0.2739310164969114,0.1891669665307641,0.3729163514249749,0.23030652831426923,0.22908792169386882
570,0.32555761310517656,0.2122845281533901,0.017119050297046995,0.20858760164006884,0.25595598323565605,0.12324139644297162,0.3480502664161479,0.20817677128974899,0.21683306384573203
574,0.39582578822249437,0.3081977976466229,0.4155051536851417,0.1490946391665961,0.1826452478768456,0.22237376580139284,0.15590765435246384,0.18390809068958028,0.1228046289046585
578,0.20123823180380743,0.1571792822853724,0.19007421471375463,0.14053587773428472,0.19896036912959003,0.23468228907355448,0.26772494230413435,0.12330939814874257,0.16941993387542081
582,0.25817194709097246,0.1515501804062455,0.11540287541525453,0.24080985674779598,0.25478073429831544,0.27667961140727537,0.13616987210143822,0.22117556126750718,0.2810961103383328
586,0.16155912015182072,0.16693348475802944,0.15349985553424467,0.23057523503209135,0.09302144636884614,0.1991180539619224,0.21339512848887388,0.24141509319554355,0.15957549731349407
590,0.22249491945104274,0.16081814073562492,0.3194554589728186,0.2231005325482962,0.1522737413740492,0.3162590660354928,0.017023430866913353,0.23109690538446384,0.07751803115592688
594,0.24645295620862354,0.22842992011043256,0.09524619459239574,0.1474509641667342,0.06846164550359907,0.27039230465057895,0.29683375032496945,0.2291736875738845,0.206712921878137
598,0.13581609018264934,0.25664664708681345,0.1869428012246811,0.15470482544238037,0.0751631697695173,0.0869767865267379,0.18611365493579013,0.225645501554642,0.14158960322365924
602,0.18599938264314583,0.15550033161637605,0.24417198787548514,0.20721444601985714,0.19151769681590283,0.14001254116643835,0.2067687708787049,0.27882436642363595,0.13448229071248152
606,0.2437557247199094,0.10628721085643814,0.1623625814151102,0.19656901934467316,0.2795455234344917,0.2148994195041829,0.23737452087644384,0.14582650647797546,0.21701834018197586
610,0.28340627758645265,0.2261393973043665,0.06430090316576909,0.17419600743584954,0.2154207640978483,0.1891695773986982,0.07820006731795019,0.2904109447342701,0.15416967354954325
614,0.2685071875475016,0.10320773200261335,0.11956548153362181,0.13680221362976788,0.20144812121557093,0.24372225965702826,0.18804344317593202,0.19371198795938735,0.14371197783776282
618,0.14773143420001367,0.1602677983045449,0.19751064183326705,0.1831804898548788,0.17128188873915082,0.19749648876300535,0.3209833914668404,0.1856978513519679,0.20426184935985234
622,0.1681160048448644,0.12714797295120625,0.17511602708014412,0.17043760031181623,0.18484528118374238,0.19368580039756653,0.09230686408456465,0.27833774213650453,0.20104764173470857
626,0.16663860942937264,0.2521904635171426,0.10408416712212866,0.1998111283813645,0.1761881102926957,0.18382683797769464,0.21447210169646902,0.23044175541415052,0.2367170307762826
630,0.27958122645025973,0.27855252104470724,0.22017848668835935,0.24984992649295712,0.2121222811951301,0.15036362560581265,0.27443412599216366,0.17027971161322134,0.12104577096170117
634,0.25164192568842836,0.10736869061089652,0.15613653783624004,0.1776490883026817,0.10955943134342964,0.13387332967589588,0.21513715605192416,0.3006186299835038,0.2561743211327296
638,0.1176818453700905,0.26836288634138705,0.14360961930073035,0.22422306623964894,0.2523432149492626,0.2683643514754466,0.15247159719612574,0.11072111162862591,0.21687455756631321
642,0.10833301852132823,0.1253396459623805,0.26894178843902816,0.1451795815698836,0.253166954756136,0.09635860233505586,0.1983198948828095,0.14334351779969726,0.18289522776618444
646,0.15871619783803612,0.1235806786494143,0.24446702755468538,0.19871448542097625,0.10287887663693526,0.20693920111000183,0.26221221482645585,0.12658015820389595,0.12344284428100571
650,0.3262102370066925,0.10810449679315492,0.14555724790023294,0.1522930504198306,0.011940606769248435,0.17888709921110732,0.15006369238492795,0.2079211288960331,0.2405946729991545
654,0.13717056331697547,0.17691272982214296,0.2632137614560005,0.2817283712448063,0.10742575623973345,0.16286766179795314,0.153017742082165,0.1919410547126886,0.17897578662860653
658,0.06428715523071095,0.048175994712205794,0.09760135094735589,0.19851043566304485,0.19743244876549704,0.3072703147395546,0.18651386523946867,0.25311823336219785,0.05532885627304343
662,0.24840505312549607,0.24292986409528458,0.10044748888717527,0.18214972424368225,0.11544272550222406,0.3168582432254802,0.22496648651040896,0.18132406288023742,0.173874132994601
666,0.20136778918687243,0.15020184823556385,0.1403552802989418,0.1755109765090616,0.1629086735287399,0.08029313926929453,0.23985365219466032,0.2514320663302963,0.038367413557690994
670,0.24941344612885485,0.12203967907476773,0.1550459589142613,0.11891757657350283,0.08172578954211433,0.11008543077942971,0.09614778226518679,0.16630562787283584,0.13699134570265942
674,0.017650020044049253,0.18139208196924866,0.2760881647132593,0.18058020656308565,0.299183688380197,0.2334422280916306,0.13112983257075175,0.28887711376074876,0.2534669255116342
678,0.2514293370777741,0.15280332489499102,0.08287415897085706,0.15340510093413975,0.283976314470883,0.13043854097762506,0.2744572001841214,0.28269566061723267,0.14166688763376406
682,0.2068009612576304,0.20291560637053688,0.2658369662514729,0.23837669764099528,0.10250091143412665,0.1883787857053239,0.22353445883428547,0.24055797982878166,0.06304823236891344
686,0.3309473697115387,0.32179013706129117,0.05816293836603087,0.1229846155909064,0.18188643750500005,0.17632797583591098,0.17469384830418455,0.218012772331774,0.20561926056426558
690,0.14426106213403048,0.11691660322925,0.18269247313474468,0.27763685157477286,0.2697925304874645,0.25110911615319,0.23552057997122713,0.24791077414410168,0.21575896172720763
694,0.23642925399376027,0.33603061386728994,0.3125846335141382,0.2720001114746512,0.22936393261846186,0.20571322435505962,0.32134176781723955,0.241818852284303,0.2684336585297489
698,0.20754694705490545,0.17630278650319892,0.26054523767825977,0.32631972661488606,0.17754659195339978,0.2768338811295332,0.1912894528259691,0.2874714052837568,0.20985823303836548
702,0.2630134207343657,0.18301032421511973,0.2675739970830339,0.16290736693667635,0.1808830041075824,0.30587222445535733,0.28138293348983534,0.21978309803600504,0.24301733664108735
706,0.32184732970004964,0.23604613286592022,0.2534412856382118,0.2789637319780514,0.34675757156852116,0.23253626984299108,0.2586891733308962,0.33765701235582074,0.2544932015272776
710,0.35580124209682357,0.27445434544702374,0.3217578594582479,0.24874010337565944,0.25493142901449056,0.20687192602966858,0.2725950256924166,0.4155057428633179,0.1930056079092726
