wavelength,black_01_01,black_01_02,black_01_03,black_02_01,black_02_02,black_02_03,black_03_01,black_03_02,black_03_03
670,0.06036382319919799,0.07699494260742884,0.11463168475197796,0.09169777041616808,0.09258983398931148,0.09768404308048194,0.09464070879347596,0.09312067804216707,0.08257648483063462
674,0.12112111929973722,0.08311562222873056,0.06475038708225297,0.09870265262936644,0.1122037130791295,0.10304395564338492,0.099401812168504,0.06234961714189171,0.11874557814886143
678,0.05923986340957336,0.11856080152214997,0.13394125325944387,0.12343557818549765,0.09585391951314659,0.13958737749215216,0.09417098849861957,0.06887460155497449,0.11472374951464741
682,0.08880870151459869,0.09970851089347804,0.13567465018854785,0.1122624957661535,0.10806617512811983,0.11045482115887695,0.13600776074235815,0.09876904634477637,0.14087695901726177
686,0.08817126393341061,0.13617655839347678,0.11475271467525124,0.15612304402017574,0.08203198282142884,0.06514778398939183,0.11800748913205925,0.13444318620577783,0.106440450031677
690,0.1422170389640649,0.17513227216850633,0.12882480191545512,0.1372003490941687,0.06385150033559861,0.1392291398752898,0.12088176162064262,0.11290612068599724,0.11199798128933433
694,0.13632642651945423,0.0586989695787625,0.1975360149464345,0.12680849156218213,0.16454915897175612,0.09512086806421238,0.11603140494128847,0.13592238584648553,0.11449537895123399
698,0.18957930085560243,0.1737198137477119,0.11910478960369474,0.14295793961900827,0.1389479638836915,0.1466879272568098,0.13722728934916692,0.09785205614634854,0.12016453699883098
702,0.07830996534787593,0.1568142652599102,0.13808161360729693,0.13014505526127434,0.12571035353196103,0.14963696990924386,0.12961013688931317,0.11884574350036779,0.15488659346613354
706,0.1262724297921913,0.20091383560349552,0.1544757894840797,0.12115560261718897,0.14948133940648875,0.11784750258144501,0.14370932348250134,0.13791212011488538,0.11078563458287947
710,0.16821314843074892,0.12414331717495236,0.17099882542442837,0.15423355876023512,0.11679433757604737,0.16331280300363796,0.13072634300830868,0.1557297602738817,0.14438782260385863
